,CAN,COMPR,D1,D743,D841,D872,D894,EEN,EEN_DIS,EER,FDD,GCD,GCN,GCN_DIS,GCN_YEN,GCR,GCR_YER,GDN,GDN_DIS,GDN_DIS_YEN,GDN_YEN,GEN,GEN_YEN,GIN,GIN_OTHER,GIN_OTHER_YEN,GIN_YEN,GIX,GLN,GLN_DIS,GLN_DIS_YEN,GLN_YEN,GLN_YEN_TARGET,GON,GPN,GPN_YEN,GRN,GRN_YEN,GSN,GSN_YEN,GYN,GYN_YEN,HICP,I77Q4I78Q1,I81Q1,I82Q1,I84Q2,I92Q4,I98Q1,INFQ,INFT,INN,INN_YEN,ITD,ITN,ITR,KSR,LFN,LNN,LNT,LPROD,LSL,LSR,LTN,M3N,M3R,MTD,MTN,MTR,NFA,NFN,NFN_YEN,OGN,OGN_YEN,PCD,PCN,PCR,PYN,PYN_DIS,PYN_DIS_YEN,PYR,SCD,SCN,SCR,SSN,SSN_YEN,STN,STRQ,TBN,TBR,TDN,TDN_YEN,TDN_YEN_DIS,TFT,TIME,TIN,TIN_YEN,TRN,TRN_FIRMS,TRN_FIRMS_YEN,TRN_OTHER,TRN_OTHER_YEN,TRN_YEN,TRN_YEN_DIS,ULC,ULT,UNN,URT,URX,WIN,WLN,WRN,XTD,XTN,XTR,YED,YEN,YEN_DIS,YER,YER_DIS,YET,YFD,YFN,YGA,YIN,YIN_DIS,YWD,YWDX,YWR,YWRX,
1976Q1,-784.3795 ,61.7659 ,1.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.0183 ,-0.0044 ,0.5984 ,871047.9966 ,0.3295 ,37111.8987 ,-2735.3362 ,0.1456 ,112623.0431 ,0.1563 ,,,,,113783.4923 ,0.4463 ,9193.4410 ,4726.7442 ,0.0185 ,0.0361 ,,-11702.1338 ,0.0000 ,0.0000 ,-0.0459 ,-0.0459 ,89361.2031 ,-6934.5978 ,-0.0272 ,102081.3585 ,0.4004 ,-2508.6927 ,-0.0098 ,34603.2059 ,0.1357 ,32.2808 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0227 ,0.0259 ,4767.5360 ,0.0187 ,0.3610 ,59162.4613 ,163880.8228 ,9034517.6655 ,111647.0692 ,106941.7300 ,106782.8149 ,6.7381 ,105191.6419 ,1658477.2007 ,8.3526 ,,,0.4383 ,65951.8080 ,150469.2627 ,-102243.3289 ,2886.7142 ,0.0113 ,6735.7380 ,0.0264 ,0.3629 ,160364.2670 ,441956.8559 ,198473.4565 ,-24758.4996 ,-0.0971 ,546984.1034 ,0.3822 ,1980.9146 ,5183.0431 ,38772.5599 ,0.1521 ,6.6650 ,-0.0064 ,-3671.0937 ,-3065.0309 ,25596.8242 ,0.1004 ,0.0042 ,1.0883 ,25.0000 ,24513.2933 ,0.0962 ,48805.7283 ,6462.9432 ,0.0254 ,2715.2010 ,0.0107 ,0.1914 ,0.1830 ,0.1958 ,0.1938 ,4705.3392 ,0.0436 ,0.0421 ,141073.9515 ,,1.3192 ,0.4225 ,62280.7143 ,147404.2318 ,0.3538 ,254948.4478 ,0.0000 ,720578.7339 ,0.0000 ,726947.2892 ,0.3198 ,230435.1546 ,0.9912 ,254948.4478 ,0.0000 ,0.5806 ,0.4833 ,78.9096 ,18817.7155 ,
1976Q2,-2751.7712 ,64.0330 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.0303 ,-0.0207 ,0.6018 ,885758.7939 ,0.3399 ,38558.3754 ,-2770.6296 ,0.1448 ,113442.8315 ,0.1552 ,,,,,116450.5083 ,0.4373 ,9406.2899 ,3455.7196 ,0.0130 ,0.0353 ,,-8832.1121 ,0.0000 ,0.0000 ,-0.0332 ,-0.0332 ,93053.7835 ,-3772.1034 ,-0.0142 ,107618.3962 ,0.4041 ,574.1778 ,0.0022 ,39132.5533 ,0.1469 ,33.2450 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0236 ,0.0264 ,5060.0087 ,0.0190 ,0.3740 ,61648.4338 ,164833.6640 ,9109006.1529 ,111981.8666 ,107218.1300 ,106981.2690 ,6.8179 ,106547.5135 ,1668884.2807 ,9.0232 ,,,0.4568 ,70687.1667 ,154754.7605 ,-104995.1001 ,1735.2144 ,0.0065 ,7414.2444 ,0.0278 ,0.3726 ,166062.6143 ,445716.7809 ,203985.8555 ,-24933.0547 ,-0.0936 ,547503.8389 ,0.4356 ,4533.8111 ,10407.0799 ,40525.3436 ,0.1522 ,8.1071 ,-0.0039 ,-4486.9856 ,-3396.3230 ,27244.1523 ,0.1023 ,0.0005 ,1.0920 ,26.0000 ,25971.1606 ,0.0975 ,50799.5145 ,6463.4954 ,0.0243 ,2707.1047 ,0.0102 ,0.1907 ,0.1822 ,0.2015 ,0.2006 ,4763.7366 ,0.0447 ,0.0425 ,147291.3050 ,,1.3738 ,0.4374 ,66200.1810 ,151358.4375 ,0.3643 ,266316.2490 ,0.0000 ,731004.0334 ,0.0000 ,732746.7686 ,0.3288 ,240345.0884 ,0.9976 ,266316.2490 ,0.0000 ,0.5876 ,0.4981 ,79.3411 ,19026.5087 ,
1976Q3,-3321.9348 ,65.1663 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.0291 ,-0.0563 ,0.6155 ,895647.4521 ,0.3523 ,40393.6488 ,-2733.9619 ,0.1455 ,114671.8576 ,0.1554 ,,,,,120206.2626 ,0.4330 ,9574.8591 ,2640.0960 ,0.0095 ,0.0345 ,,-7162.4055 ,0.0000 ,0.0000 ,-0.0258 ,-0.0258 ,96659.1356 ,-1748.9595 ,-0.0063 ,113043.8571 ,0.4072 ,2412.4536 ,0.0087 ,42806.1024 ,0.1542 ,33.7868 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0263 ,0.0262 ,5413.4460 ,0.0195 ,0.3851 ,63445.3665 ,164756.4973 ,9182672.5887 ,111966.2543 ,107214.3800 ,106876.4819 ,6.8847 ,107070.0253 ,1680244.5761 ,9.2107 ,,,0.4736 ,74600.6722 ,157504.2117 ,-108317.0349 ,1404.6777 ,0.0051 ,7767.8786 ,0.0280 ,0.3825 ,172228.7268 ,450315.8048 ,211611.6495 ,-24599.5415 ,-0.0886 ,553287.8982 ,0.5521 ,6271.4861 ,11360.2954 ,42377.2882 ,0.1526 ,9.0950 ,-0.0043 ,-4726.6125 ,-2961.2147 ,28982.7571 ,0.1044 ,-0.0007 ,1.0958 ,27.0000 ,27097.7674 ,0.0976 ,52551.0549 ,6818.1658 ,0.0246 ,2814.9919 ,0.0101 ,0.1893 ,0.1808 ,0.2084 ,0.2080 ,4751.8743 ,0.0455 ,0.0424 ,153855.7127 ,,1.4350 ,0.4521 ,69874.0597 ,154542.9970 ,0.3761 ,277612.6157 ,0.0000 ,738143.2404 ,0.0000 ,737360.9120 ,0.3394 ,250514.8483 ,1.0011 ,277612.6157 ,0.0000 ,0.5937 ,0.5100 ,79.8201 ,19176.6464 ,
1976Q4,-3207.6283 ,65.4685 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.9942 ,-0.0134 ,0.6421 ,911089.6577 ,0.3633 ,41950.5476 ,-2497.1182 ,0.1454 ,115476.1604 ,0.1541 ,,,,,125010.8826 ,0.4334 ,9734.8408 ,2776.1822 ,0.0096 ,0.0337 ,,-6636.7270 ,0.0000 ,0.0000 ,-0.0230 ,-0.0230 ,100785.9934 ,-960.2156 ,-0.0033 ,118374.1556 ,0.4104 ,3098.1138 ,0.0107 ,45048.6615 ,0.1562 ,34.6976 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0269 ,0.0264 ,5676.5114 ,0.0197 ,0.3963 ,66648.6948 ,168157.1843 ,9259003.0471 ,111916.1712 ,106985.4500 ,106784.4919 ,7.0050 ,108617.2610 ,1693224.9102 ,9.2438 ,,,0.4901 ,79231.5075 ,161653.3392 ,-111524.6632 ,2255.3035 ,0.0078 ,8012.6767 ,0.0278 ,0.3927 ,178784.4240 ,455293.0048 ,217847.4448 ,-27823.0234 ,-0.0965 ,554771.0224 ,0.5041 ,6543.0915 ,12980.3341 ,44306.8073 ,0.1536 ,9.4022 ,-0.0042 ,-5462.9318 ,-2470.3652 ,30795.2273 ,0.1068 ,-0.0006 ,1.0996 ,28.0000 ,28019.5421 ,0.0971 ,54667.4241 ,7239.9021 ,0.0251 ,2965.4743 ,0.0103 ,0.1895 ,0.1807 ,0.2130 ,0.2148 ,4930.7212 ,0.0459 ,0.0441 ,159658.2906 ,,1.4923 ,0.4634 ,73768.5757 ,159182.9740 ,0.3849 ,288463.8262 ,0.0000 ,749436.3185 ,0.0000 ,741998.5099 ,0.3475 ,260444.2841 ,1.0100 ,288463.8262 ,0.0000 ,0.6030 ,0.5137 ,80.6074 ,19419.9622 ,
1977Q1,-1527.4738 ,71.3167 ,1.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.0032 ,-0.0247 ,0.6461 ,909281.3765 ,0.3719 ,42829.6280 ,-2631.7368 ,0.1443 ,115148.9983 ,0.1532 ,94120.5563 ,,,0.3171 ,129596.8549 ,0.4366 ,9896.3792 ,3282.9620 ,0.0111 ,0.0333 ,,-7005.2354 ,0.0000 ,0.0000 ,-0.0236 ,-0.0236 ,103971.7210 ,-1068.5952 ,-0.0036 ,122591.6195 ,0.4130 ,2891.1438 ,0.0097 ,45720.7718 ,0.1540 ,35.6343 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0274 ,0.0246 ,5936.6402 ,0.0200 ,0.4067 ,69092.8960 ,169874.2997 ,9336287.3163 ,112193.5408 ,107201.5100 ,106983.6187 ,7.0134 ,107948.4372 ,1702490.5902 ,9.1854 ,,,0.4986 ,78499.8470 ,157436.1869 ,-113052.1370 ,2228.9574 ,0.0075 ,8039.1013 ,0.0271 ,0.4025 ,183891.0174 ,456907.5975 ,225006.9339 ,-28333.2602 ,-0.0955 ,559066.8814 ,0.5153 ,4774.8982 ,9265.6800 ,45792.2740 ,0.1543 ,10.0326 ,-0.0032 ,-3756.4312 ,648.6141 ,32383.4816 ,0.1091 ,0.0001 ,1.1033 ,29.0000 ,28810.5147 ,0.0971 ,57054.3428 ,7566.2479 ,0.0255 ,3030.6548 ,0.0102 ,0.1922 ,0.1833 ,0.2182 ,0.2189 ,4992.0308 ,0.0464 ,0.0445 ,164049.7728 ,4060773.9485 ,1.5303 ,0.4728 ,74743.4158 ,158084.8009 ,0.3948 ,296832.0085 ,0.0000 ,751845.1896 ,0.0000 ,747899.3547 ,0.3565 ,268021.4938 ,1.0053 ,296832.0085 ,0.0000 ,0.6091 ,0.5239 ,80.2597 ,19375.4263 ,
1977Q2,-1830.9415 ,72.2341 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.0024 ,-0.0179 ,0.6538 ,912117.9158 ,0.3844 ,44641.4815 ,-2458.0475 ,0.1460 ,116142.3576 ,0.1541 ,97456.8660 ,1448.5962 ,0.0047 ,0.3188 ,134295.1512 ,0.4393 ,10054.5584 ,3671.4882 ,0.0120 ,0.0329 ,6.8948 ,-7550.8542 ,0.0000 ,0.0000 ,-0.0247 ,-0.0247 ,106466.0523 ,-1222.8104 ,-0.0040 ,126744.2970 ,0.4146 ,2503.7043 ,0.0082 ,47145.1857 ,0.1542 ,36.5455 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0268 ,0.0250 ,6328.0438 ,0.0207 ,0.4166 ,69569.0185 ,166980.5472 ,9409904.9904 ,112608.5484 ,107400.2400 ,107292.2570 ,7.0189 ,107186.7551 ,1707352.4792 ,9.0562 ,,,0.5106 ,80814.9372 ,158288.2863 ,-114883.0785 ,614.3456 ,0.0020 ,8368.9143 ,0.0274 ,0.4127 ,190632.6609 ,461965.5794 ,232914.4929 ,-26257.2646 ,-0.0859 ,564428.3521 ,0.6797 ,3304.7239 ,4861.8889 ,47326.7363 ,0.1548 ,9.2527 ,-0.0044 ,-2445.2871 ,3879.2563 ,33505.0047 ,0.1096 ,-0.0003 ,1.1070 ,30.0000 ,29577.0320 ,0.0968 ,58594.2858 ,7966.6097 ,0.0261 ,3038.6838 ,0.0099 ,0.1917 ,0.1824 ,0.2251 ,0.2247 ,5208.3084 ,0.0472 ,0.0463 ,169659.5133 ,4195388.2036 ,1.5797 ,0.4833 ,78369.6501 ,162167.5425 ,0.4055 ,305702.5977 ,0.0000 ,753829.6295 ,0.0000 ,754264.4195 ,0.3663 ,276125.5657 ,0.9994 ,305702.5977 ,0.0000 ,0.6188 ,0.5340 ,80.7029 ,19398.8155 ,
1977Q3,-371.3595 ,69.9750 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.0066 ,-0.0135 ,0.6583 ,914697.2585 ,0.3948 ,46356.5322 ,-2359.5367 ,0.1478 ,117427.8290 ,0.1554 ,101266.1869 ,1661.2476 ,0.0053 ,0.3229 ,138605.6052 ,0.4420 ,10222.9473 ,3386.7433 ,0.0108 ,0.0326 ,7.1335 ,-8592.2932 ,0.0000 ,0.0000 ,-0.0274 ,-0.0274 ,108747.5518 ,-1818.8066 ,-0.0058 ,130013.3120 ,0.4146 ,1630.6542 ,0.0052 ,47987.1864 ,0.1530 ,37.2835 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0245 ,0.0237 ,6773.4866 ,0.0216 ,0.4251 ,71347.8278 ,167835.4838 ,9483641.4243 ,112474.7536 ,107062.3000 ,107087.2364 ,7.0603 ,106494.8423 ,1707588.7279 ,8.8308 ,,,0.5132 ,81507.3668 ,158809.4869 ,-115254.4380 ,1105.9480 ,0.0035 ,8485.6735 ,0.0271 ,0.4226 ,196924.5025 ,466037.9521 ,239815.5451 ,-26890.5585 ,-0.0858 ,567543.1145 ,1.8446 ,435.7870 ,236.2487 ,48606.0380 ,0.1550 ,8.8377 ,-0.0031 ,-1477.3075 ,4350.2580 ,34369.1727 ,0.1096 ,0.0002 ,1.1107 ,31.0000 ,30132.6077 ,0.0961 ,60231.8054 ,8419.8201 ,0.0269 ,3214.2703 ,0.0103 ,0.1921 ,0.1824 ,0.2311 ,0.2304 ,5412.4536 ,0.0479 ,0.0481 ,174707.1825 ,4321360.7284 ,1.6318 ,0.4905 ,80030.0594 ,163159.7450 ,0.4149 ,313587.3420 ,0.0000 ,755887.7716 ,0.0000 ,758349.3624 ,0.3750 ,283454.7343 ,0.9968 ,313587.3420 ,0.0000 ,0.6260 ,0.5422 ,81.1795 ,19469.2337 ,
1977Q4,1328.8250 ,68.6370 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.0144 ,-0.0315 ,0.6599 ,924265.5076 ,0.4032 ,48229.9748 ,-2497.3966 ,0.1489 ,119631.6878 ,0.1566 ,106768.1710 ,3080.6302 ,0.0095 ,0.3296 ,143710.6966 ,0.4437 ,10437.9266 ,3048.1072 ,0.0094 ,0.0322 ,7.3730 ,-9685.4158 ,0.0000 ,0.0000 ,-0.0299 ,-0.0299 ,113126.4635 ,-2417.0634 ,-0.0075 ,134025.2808 ,0.4138 ,752.5108 ,0.0023 ,48982.4857 ,0.1512 ,37.9048 ,1.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0242 ,0.0182 ,7268.3524 ,0.0224 ,0.4360 ,73638.5595 ,168909.3859 ,9557714.3959 ,112426.7630 ,107000.1400 ,106972.4523 ,7.1390 ,107241.6485 ,1704962.9516 ,8.5471 ,,,0.5230 ,83879.9518 ,160394.7250 ,-113925.6130 ,1616.9156 ,0.0050 ,8936.7921 ,0.0276 ,0.4303 ,202539.2341 ,470665.7520 ,247317.2307 ,-29220.9881 ,-0.0902 ,574721.9835 ,0.0822 ,-215.8890 ,-2625.7763 ,50247.2568 ,0.1551 ,8.9997 ,-0.0024 ,-288.0906 ,7289.7331 ,35025.1744 ,0.1081 ,-0.0008 ,1.1142 ,32.0000 ,30983.2405 ,0.0957 ,62379.8806 ,8832.8171 ,0.0273 ,3513.6379 ,0.0108 ,0.1926 ,0.1829 ,0.2354 ,0.2357 ,5426.6230 ,0.0485 ,0.0483 ,179794.0849 ,4479974.8434 ,1.6803 ,0.4985 ,83591.8612 ,167684.4582 ,0.4240 ,323903.7888 ,0.0000 ,763870.7825 ,0.0000 ,762746.3677 ,0.3835 ,292920.5483 ,1.0015 ,323903.7888 ,0.0000 ,0.6335 ,0.5518 ,81.6472 ,19592.4981 ,
1978Q1,3283.8407 ,68.5378 ,1.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.0043 ,-0.0198 ,0.6731 ,926849.9776 ,0.4130 ,49623.3846 ,-2518.5078 ,0.1490 ,120158.7980 ,0.1566 ,111994.4611 ,2336.1540 ,0.0070 ,0.3363 ,149281.2314 ,0.4482 ,10554.7003 ,3470.4947 ,0.0104 ,0.0317 ,7.3373 ,-11560.5443 ,0.0000 ,0.0000 ,-0.0347 ,-0.0347 ,116506.1453 ,-3933.4494 ,-0.0118 ,137720.6872 ,0.4135 ,-1005.8440 ,-0.0030 ,48617.5407 ,0.1460 ,38.5796 ,1.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0236 ,0.0173 ,7627.0949 ,0.0229 ,0.4474 ,75917.8694 ,169689.7002 ,9631826.9522 ,112781.3160 ,107347.3800 ,107233.5071 ,7.1499 ,106964.7272 ,1703361.1223 ,9.3547 ,,,0.5229 ,83312.8743 ,159325.1131 ,-110641.7723 ,1720.6991 ,0.0052 ,8975.9916 ,0.0270 ,0.4379 ,206234.5021 ,471014.6133 ,253810.2725 ,-32353.7981 ,-0.0971 ,579671.9082 ,0.1735 ,-277.9855 ,-1601.8293 ,51701.0454 ,0.1552 ,8.0914 ,-0.0040 ,1563.1416 ,8263.5823 ,35970.5785 ,0.1080 ,0.0010 ,1.1176 ,33.0000 ,31890.5823 ,0.0958 ,65116.0996 ,9182.4893 ,0.0276 ,3706.9680 ,0.0111 ,0.1955 ,0.1859 ,0.2406 ,0.2400 ,5433.9360 ,0.0492 ,0.0482 ,184664.1844 ,4646541.5188 ,1.7202 ,0.5065 ,84876.0159 ,167588.6954 ,0.4339 ,333060.9121 ,0.0000 ,767524.8646 ,0.0000 ,768654.6561 ,0.3924 ,301170.3298 ,0.9985 ,333060.9121 ,0.0000 ,0.6419 ,0.5578 ,81.8194 ,19650.6655 ,
1978Q2,3533.1283 ,68.7308 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.0039 ,-0.0003 ,0.6805 ,938977.5274 ,0.4228 ,51328.5458 ,-2623.6389 ,0.1487 ,121415.0614 ,0.1563 ,118323.7084 ,3286.5203 ,0.0095 ,0.3429 ,155498.1333 ,0.4506 ,10878.0981 ,3428.0504 ,0.0099 ,0.0315 ,7.3107 ,-12170.9076 ,0.0000 ,0.0000 ,-0.0353 ,-0.0353 ,122049.5175 ,-4198.6974 ,-0.0122 ,143327.2257 ,0.4153 ,-1292.8095 ,-0.0037 ,50035.7363 ,0.1450 ,39.3911 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0229 ,0.0214 ,7972.2102 ,0.0231 ,0.4542 ,77739.4852 ,171163.0488 ,9706671.7314 ,112978.9634 ,107380.5200 ,107330.8026 ,7.2328 ,108009.4318 ,1702800.4109 ,9.2017 ,,,0.5251 ,85226.4664 ,162318.6841 ,-107108.6440 ,1048.4065 ,0.0030 ,9594.9519 ,0.0278 ,0.4473 ,212773.2661 ,475679.9995 ,262373.2766 ,-33756.7201 ,-0.0978 ,586566.7354 ,-1.4113 ,791.3076 ,-560.7113 ,53538.0508 ,0.1551 ,7.8266 ,-0.0038 ,2484.7217 ,8961.4450 ,37518.3948 ,0.1087 ,0.0018 ,1.1209 ,34.0000 ,33089.1590 ,0.0959 ,68466.1647 ,9586.6691 ,0.0278 ,3838.3949 ,0.0111 ,0.1984 ,0.1885 ,0.2446 ,0.2454 ,5598.4434 ,0.0500 ,0.0496 ,189978.6499 ,4774799.3158 ,1.7692 ,0.5121 ,87711.1881 ,171280.1291 ,0.4444 ,345117.3264 ,0.0000 ,776658.8433 ,0.0000 ,773795.0445 ,0.4018 ,312028.1674 ,1.0037 ,345117.3264 ,0.0000 ,0.6504 ,0.5644 ,82.6596 ,19862.3833 ,
1978Q3,3299.6951 ,68.9891 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.0226 ,-0.0518 ,0.6779 ,946953.8621 ,0.4343 ,53263.6666 ,-2594.5440 ,0.1499 ,122631.7131 ,0.1572 ,123330.3992 ,1879.3883 ,0.0053 ,0.3470 ,160451.9423 ,0.4515 ,11158.7840 ,3599.9517 ,0.0101 ,0.0314 ,7.1521 ,-12509.2101 ,0.0000 ,0.0000 ,-0.0352 ,-0.0352 ,125026.9449 ,-4264.5035 ,-0.0120 ,147942.7322 ,0.4163 ,-1350.4261 ,-0.0038 ,51913.2406 ,0.1461 ,40.0216 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0234 ,0.0228 ,8244.7067 ,0.0232 ,0.4661 ,80102.0172 ,171853.9297 ,9781458.9438 ,113254.7252 ,107512.5500 ,107480.2108 ,7.2568 ,107743.0849 ,1700807.6486 ,9.2314 ,,,0.5246 ,87488.7639 ,166759.1545 ,-103808.9490 ,506.9651 ,0.0014 ,9801.6058 ,0.0276 ,0.4576 ,219417.7909 ,479486.2259 ,271493.5384 ,-32475.4737 ,-0.0914 ,593285.5835 ,0.1008 ,-200.9171 ,-1992.7623 ,55271.1631 ,0.1555 ,8.8242 ,-0.0020 ,2792.7299 ,8215.6011 ,38878.0565 ,0.1094 ,0.0015 ,1.1240 ,35.0000 ,34120.2921 ,0.0960 ,70470.9010 ,9871.6147 ,0.0278 ,3842.3176 ,0.0108 ,0.1983 ,0.1882 ,0.2515 ,0.2518 ,5742.1752 ,0.0510 ,0.0507 ,196228.0505 ,4948701.9196 ,1.8252 ,0.5160 ,90281.4939 ,174974.7556 ,0.4555 ,355375.2875 ,0.0000 ,780194.7076 ,0.0000 ,779078.4711 ,0.4118 ,321254.9954 ,1.0014 ,355375.2875 ,0.0000 ,0.6570 ,0.5735 ,82.8710 ,19949.1463 ,
1978Q4,4463.4342 ,74.7891 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.9917 ,-0.0384 ,0.7052 ,961987.2585 ,0.4438 ,55124.1857 ,-2444.0639 ,0.1505 ,124222.5282 ,0.1572 ,127689.6759 ,1177.0417 ,0.0032 ,0.3486 ,165477.1188 ,0.4518 ,11442.1556 ,4110.1712 ,0.0112 ,0.0312 ,7.1860 ,-12728.9398 ,0.0000 ,0.0000 ,-0.0348 ,-0.0348 ,129194.5774 ,-4095.7418 ,-0.0112 ,152748.1790 ,0.4171 ,-1286.7842 ,-0.0035 ,53837.4015 ,0.1470 ,40.6275 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0222 ,0.0181 ,8633.1981 ,0.0236 ,0.4782 ,82852.5043 ,173267.7290 ,9856912.0834 ,113432.5342 ,107615.3000 ,107549.0060 ,7.3440 ,109056.9758 ,1702343.4963 ,9.4110 ,,,0.5328 ,91463.4252 ,171664.8806 ,-99345.5147 ,2581.5742 ,0.0070 ,10382.9778 ,0.0283 ,0.4660 ,226140.4653 ,485294.6653 ,278991.1461 ,-36010.8753 ,-0.0983 ,598711.5781 ,0.1685 ,258.8334 ,1535.8476 ,57201.2912 ,0.1562 ,8.9618 ,-0.0005 ,1881.8600 ,6001.6077 ,39809.4968 ,0.1087 ,-0.0002 ,1.1270 ,36.0000 ,35111.1214 ,0.0959 ,72047.0244 ,10243.2918 ,0.0280 ,3877.0920 ,0.0106 ,0.1967 ,0.1865 ,0.2555 ,0.2575 ,5817.2342 ,0.0519 ,0.0513 ,201952.1499 ,5124753.9558 ,1.8766 ,0.5254 ,93345.2853 ,177666.4884 ,0.4634 ,366257.8487 ,0.0000 ,790322.3778 ,0.0000 ,783898.9342 ,0.4190 ,331146.7273 ,1.0082 ,366257.8487 ,0.0000 ,0.6627 ,0.5746 ,83.3703 ,20188.3440 ,
1979Q1,4374.0791 ,93.5545 ,1.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.9751 ,-0.0119 ,0.7234 ,968208.1449 ,0.4547 ,56696.1171 ,-2429.0036 ,0.1507 ,124681.9673 ,0.1572 ,131718.3567 ,852.3727 ,0.0023 ,0.3502 ,169621.2481 ,0.4510 ,11689.7166 ,4281.7160 ,0.0114 ,0.0311 ,7.1969 ,-12705.2325 ,0.0000 ,0.0000 ,-0.0338 ,-0.0338 ,132655.4204 ,-3753.6477 ,-0.0100 ,156916.0155 ,0.4172 ,-1015.5159 ,-0.0027 ,55680.6012 ,0.1480 ,41.5723 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0222 ,0.0228 ,8951.5848 ,0.0238 ,0.4901 ,83533.2312 ,170440.7866 ,9928783.7492 ,113901.4384 ,108091.3400 ,107871.8629 ,7.3378 ,108677.8680 ,1704898.5039 ,8.8293 ,,,0.5481 ,95950.8959 ,175059.5161 ,-94971.4356 ,2064.2438 ,0.0055 ,11151.4932 ,0.0296 ,0.4768 ,232785.9359 ,488275.9590 ,286231.1115 ,-36269.5387 ,-0.0964 ,600378.9272 ,0.3099 ,791.8881 ,2555.0077 ,59031.5643 ,0.1570 ,7.8773 ,-0.0030 ,2309.8353 ,7194.9083 ,40154.6278 ,0.1068 ,-0.0020 ,1.1297 ,37.0000 ,36047.0540 ,0.0958 ,73453.9077 ,10531.2762 ,0.0280 ,4016.9296 ,0.0107 ,0.1953 ,0.1851 ,0.2615 ,0.2621 ,5810.0984 ,0.0529 ,0.0510 ,207414.5331 ,5298010.6538 ,1.9189 ,0.5391 ,98260.7312 ,182254.4244 ,0.4742 ,376117.0075 ,0.0000 ,793148.6288 ,0.0000 ,789695.6420 ,0.4288 ,340069.9535 ,1.0044 ,376117.0075 ,0.0000 ,0.6723 ,0.5830 ,83.1533 ,20192.4975 ,
